SalesID,OrderID,OrderDate,ShipDate,ProductID,CustomerID,StoreID,Quantity,UnitPrice,DiscountPct,GrossSales,Cost
255,O100255,07-05-22,11-05-22,P0010,C0207,S044,10,23177.55,0.1,231775.5,149190
256,O100256,29-04-21,11-05-21,P0004,C0101,S001,16,22626.59,0.1,362025.44,289120
257,O100257,19-05-24,25-05-24,P0003,C0057,S049,18,7835.06,0.1,141031.08,85896
258,O100258,24-03-22,26-03-22,P0004,C0483,S009,19,22626.59,0.2,429905.21,343330
259,O100259,05-04-23,12-04-23,P0012,C0453,S044,12,8792.16,0.05,105505.92,65172
260,O100260,04-04-22,05-04-22,P0006,C0105,S044,10,4352.97,0,43529.7,32700
261,O100261,19-11-22,27-11-22,P0006,C0338,S036,9,4352.97,0.15,39176.73,29430
262,O100262,26-05-21,30-05-21,P0013,C0100,S029,18,15510.94,0.1,279196.92,204282
263,O100263,17-01-22,20-01-22,P0009,C0457,S033,4,26212.11,0.2,104848.44,72224
264,O100264,07-09-21,11-09-21,P0005,C0304,S035,2,17097.45,0.2,34194.9,28050
265,O100265,13-07-21,24-07-21,P0012,C0382,S016,8,8792.16,0,70337.28,43448
266,O100266,15-02-20,22-02-20,P0011,C0025,S023,11,681.98,0.15,7501.78,4532
267,O100267,16-02-20,27-02-20,P0005,C0200,S048,5,17097.45,0,85487.25,70125
268,O100268,08-10-20,15-10-20,P0007,C0360,S050,16,26164.34,0.15,418629.44,268144
269,O100269,27-03-21,09-04-21,P0004,C0279,S022,10,22626.59,0.1,226265.9,180700
270,O100270,15-03-22,26-03-22,P0004,C0308,S042,2,22626.59,0,45253.18,36140
271,O100271,09-08-21,18-08-21,P0005,C0003,S028,2,17097.45,0.05,34194.9,28050
272,O100272,08-09-23,22-09-23,P0003,C0033,S010,6,7835.06,0,47010.36,28632
273,O100273,15-06-23,28-06-23,P0006,C0148,S028,16,4352.97,0.05,69647.52,52320
274,O100274,31-03-22,01-04-22,P0002,C0169,S019,1,12407.97,0.1,12407.97,9212
275,O100275,15-03-20,21-03-20,P0013,C0309,S003,10,15510.94,0.15,155109.4,113490
276,O100276,17-11-24,25-11-24,P0003,C0386,S041,5,7835.06,0.2,39175.3,23860
277,O100277,01-04-24,06-04-24,P0010,C0481,S038,7,23177.55,0,162242.85,104433
278,O100278,16-09-22,19-09-22,P0013,C0474,S017,15,15510.94,0.1,232664.1,170235
279,O100279,01-02-21,02-02-21,P0005,C0023,S048,11,17097.45,0.1,188071.95,154275
280,O100280,02-03-21,05-03-21,P0002,C0251,S034,20,12407.97,0.15,248159.4,184240
281,O100281,18-10-23,27-10-23,P0005,C0284,S029,11,17097.45,0,188071.95,154275
282,O100282,30-06-23,11-07-23,P0011,C0295,S021,4,681.98,0.05,2727.92,1648
283,O100283,29-07-20,06-08-20,P0008,C0078,S032,11,24525.84,0.05,269784.24,204490
284,O100284,28-01-19,02-02-19,P0009,C0095,S049,13,26212.11,0.05,340757.43,234728
285,O100285,04-01-24,17-01-24,P0013,C0132,S036,9,15510.94,0.1,139598.46,102141
286,O100286,21-05-22,31-05-22,P0002,C0190,S047,19,12407.97,0,235751.43,175028
287,O100287,07-12-21,18-12-21,P0011,C0344,S037,12,681.98,0.05,8183.76,4944
288,O100288,12-09-19,23-09-19,P0008,C0219,S042,4,24525.84,0.15,98103.36,74360
289,O100289,10-06-22,13-06-22,P0002,C0435,S042,13,12407.97,0.2,161303.61,119756
290,O100290,27-06-22,09-07-22,P0012,C0206,S042,4,8792.16,0.1,35168.64,21724
291,O100291,14-02-23,24-02-23,P0007,C0140,S014,8,26164.34,0.05,209314.72,134072
